,dest,src,time
11583,221.191.128.216,219.222.213.85,08:21:32
11584,179.142.120.189,6.236.26.155,16:55:16
11585,203.211.193.30,97.74.115.83,21:59:19
11586,62.40.111.223,223.194.173.157,00:53:38
11587,198.176.100.86,190.241.240.33,08:19:54
11588,71.181.190.236,138.117.214.197,22:35:44
11589,157.90.208.126,118.243.218.171,10:26:57
1159,130.18.255.216,170.228.83.128,20:47:32
11590,146.111.108.207,148.39.152.86,03:22:00
11591,89.130.99.13,166.172.239.186,08:26:42
11592,96.95.198.78,58.179.255.195,04:14:55
11593,75.119.113.157,75.41.74.213,01:21:05
11594,81.247.233.132,31.255.100.225,09:42:58
11595,59.98.159.220,250.173.188.173,17:57:09
11596,24.11.111.98,154.127.158.77,07:14:37
11597,191.173.239.254,83.204.87.215,21:39:40
11598,48.191.123.212,113.101.9.123,18:14:56
11599,151.16.159.12,217.239.34.139,01:33:18
116,6.216.91.13,189.227.186.78,09:58:39
1160,70.118.71.75,41.32.88.250,13:13:21
11600,122.128.131.93,91.17.33.15,18:53:09
11601,91.140.16.33,90.197.96.153,04:02:28
11602,112.224.236.129,90.199.21.156,11:52:15
11603,129.181.105.83,114.86.106.93,05:13:59
11604,174.61.209.52,143.23.154.111,23:49:50
11605,191.173.239.254,58.244.148.64,05:44:20
11606,39.16.168.23,52.221.140.167,02:50:05
11607,106.213.84.23,180.10.57.210,02:40:20
11608,173.160.229.245,22.67.112.101,06:23:17
11609,129.126.247.63,162.78.87.60,19:23:04
1161,190.244.226.229,178.224.76.125,01:27:29
11610,135.142.66.234,182.85.224.40,20:18:22
11611,242.58.160.45,225.83.116.204,10:37:14
11612,148.49.247.131,108.16.210.81,13:00:43
11613,48.151.83.254,249.59.176.216,10:05:13
11614,57.145.119.181,180.161.231.59,22:59:54
11615,48.23.184.179,242.159.203.154,13:53:34
11616,83.120.119.6,129.168.246.99,08:11:06
11617,105.69.103.130,73.117.82.201,10:21:34
11618,221.205.174.78,245.11.60.251,17:36:07
11619,204.111.248.168,175.95.228.172,19:31:58
1162,162.248.118.247,171.204.105.187,12:57:23
11620,78.141.244.178,192.75.190.72,16:13:03
11621,62.40.111.223,174.51.116.254,12:13:28
11622,189.80.132.69,182.180.171.231,05:03:18
11623,2.217.239.183,84.84.132.157,04:24:09
11624,80.167.16.22,231.90.60.203,21:12:54
11625,100.49.177.25,234.155.55.83,07:41:24
11626,110.192.148.235,55.136.93.239,22:12:02
11627,45.240.76.78,117.88.10.144,21:06:40
11628,20.158.64.95,242.121.141.100,02:11:24
11629,149.184.32.176,250.166.61.58,05:38:42
1163,34.84.36.240,254.65.194.202,20:49:46
11630,198.110.167.150,202.102.104.16,11:39:06
11631,169.5.112.114,236.148.171.127,06:28:32
11632,89.233.137.101,224.151.40.122,13:16:24
11633,179.178.28.150,175.197.39.234,11:14:24
11634,125.64.100.71,236.57.217.109,01:45:28
11635,203.118.159.142,118.83.122.128,05:41:24
11636,27.22.37.20,132.83.80.255,09:26:15
11637,4.117.18.26,81.241.47.115,16:45:31
11638,91.172.130.114,172.140.31.125,21:21:48
11639,243.252.148.5,161.168.103.173,09:37:42
1164,164.247.127.178,188.218.102.99,12:57:37
11640,241.129.83.238,4.157.115.29,14:22:51
11641,142.30.168.183,238.188.106.152,15:20:23
11642,48.5.2.66,142.59.210.249,09:12:31
11643,9.121.37.72,191.205.68.13,07:28:43
11644,94.128.229.171,104.138.128.230,14:32:23
11645,84.244.86.123,152.36.228.124,06:50:38
11646,216.209.156.230,98.6.129.96,16:02:33
11647,84.227.239.39,123.238.36.28,22:52:53
11648,57.165.170.183,63.252.242.99,16:39:39
11649,107.65.57.81,83.62.202.219,06:34:38
1165,45.240.76.78,73.117.82.201,23:05:39
11650,83.27.152.96,45.13.196.231,16:14:45
11651,146.165.216.210,156.107.230.1,17:57:45
11652,98.236.115.39,49.190.168.216,18:59:31
11653,37.38.78.166,208.211.20.188,18:01:17
11654,83.253.236.206,13.99.146.118,09:50:57
11655,214.3.21.242,29.237.104.142,20:41:28
11656,8.74.123.195,131.6.159.97,18:54:17
11657,21.213.185.7,94.128.229.171,11:18:46
11658,85.246.177.6,149.88.104.91,16:43:26
11659,231.204.127.89,26.46.12.17,02:24:07
1166,44.149.13.33,159.148.13.162,03:14:55
11660,209.96.14.204,114.18.232.133,00:20:22
11661,6.162.203.56,245.182.255.206,22:03:17
11662,171.103.211.99,246.172.26.2,20:23:49
11663,94.84.9.237,56.108.46.21,02:37:37
11664,107.65.57.81,67.185.180.74,01:35:07
11665,219.2.252.199,169.161.186.152,06:47:21
11666,196.91.213.221,78.155.63.128,04:35:51
11667,250.144.168.106,217.94.24.183,04:57:58
11668,222.105.164.124,115.34.90.197,08:34:04
11669,188.65.168.129,92.176.238.243,02:58:00
1167,46.34.52.152,4.211.7.225,19:24:56
11670,15.17.32.112,213.60.10.249,13:42:07
11671,55.133.96.174,154.127.158.77,01:14:26
11672,37.212.225.157,131.55.151.34,23:44:14
11673,116.95.181.47,112.165.217.202,13:16:15
11674,50.119.246.109,102.248.158.54,18:34:07
11675,163.18.19.39,73.117.82.201,22:47:03
11676,203.244.79.71,97.231.249.98,05:53:09
11677,189.221.184.33,124.90.104.245,01:17:54
11678,163.182.187.253,37.83.177.240,15:07:17
11679,104.30.66.133,197.200.117.8,19:02:11
1168,231.100.65.139,215.172.44.254,05:42:52
11680,38.60.69.124,161.191.115.219,00:05:24
11681,101.192.182.85,113.130.217.71,22:50:38
11682,38.81.81.57,184.13.241.60,22:09:01
11683,155.177.218.49,207.147.10.100,18:41:41
11684,238.157.105.43,0.162.122.174,00:38:34
11685,146.25.21.235,204.45.221.39,16:52:46
11686,45.240.76.78,21.104.220.138,21:58:33
11687,207.82.150.145,164.158.116.172,10:05:39
11688,235.165.71.108,183.142.73.227,04:49:57
11689,212.222.89.137,151.84.172.174,07:33:28
1169,231.116.114.140,252.72.49.195,04:30:56
11690,32.116.192.29,238.110.221.143,20:20:17
11691,254.133.246.113,34.151.116.87,17:49:17
11692,172.22.173.141,140.171.195.147,09:11:19
11693,179.178.28.150,252.133.159.88,15:54:52
11694,240.178.66.94,180.22.95.78,18:09:53
11695,163.212.186.38,85.165.243.132,04:26:35
11696,130.18.255.216,37.83.177.240,14:51:10
11697,44.247.27.42,175.177.100.217,16:18:13
11698,255.116.215.80,67.81.19.97,01:20:13
11699,65.203.46.192,46.67.231.133,19:00:59
117,59.37.68.130,77.20.24.48,08:45:08
1170,61.122.129.135,19.223.226.46,10:16:38
11700,196.91.213.221,250.2.33.132,03:55:24
11701,252.128.135.119,6.50.248.35,07:09:47
11702,124.59.252.116,10.216.185.217,11:18:51
11703,191.173.239.254,231.234.89.94,05:13:55
11704,194.238.88.85,117.253.42.90,12:48:35
11705,240.97.104.119,91.187.206.182,10:20:01
11706,222.152.80.31,144.179.105.212,18:12:39
11707,170.152.156.14,239.198.135.116,08:12:44
11708,140.125.242.174,63.132.198.55,04:34:52
11709,86.74.145.228,229.61.64.56,00:08:42
1171,113.145.144.59,37.83.177.240,06:04:23
11710,45.134.239.85,198.123.69.190,23:29:33
11711,28.226.160.135,83.110.93.210,12:51:33
11712,173.128.39.246,38.239.115.255,14:10:39
11713,45.240.76.78,106.35.64.38,02:24:16
11714,12.33.104.230,93.213.93.103,02:41:45
11715,91.169.208.210,76.145.110.130,12:56:22
11716,208.42.32.202,109.245.79.160,06:50:51
11717,63.87.71.72,143.5.26.140,09:31:44
11718,57.2.120.61,121.130.79.10,07:26:48
11719,133.204.177.8,135.229.122.54,19:35:25
1172,17.142.218.68,144.147.139.166,23:04:41
11720,158.107.46.70,99.138.194.58,14:53:05
11721,231.194.101.75,227.128.111.190,16:00:40
11722,37.227.66.165,251.222.136.188,11:56:08
11723,74.35.124.27,79.97.148.176,07:39:27
11724,49.199.213.202,51.169.37.66,03:40:04
11725,138.22.166.192,231.32.93.64,20:53:40
11726,82.111.188.0,87.13.109.50,12:18:40
11727,139.32.0.37,157.121.98.95,18:42:45
11728,180.250.84.100,187.237.79.53,04:32:11
11729,109.245.79.160,164.190.234.83,11:18:57
1173,196.206.3.113,153.32.125.186,14:04:28
11730,214.67.33.46,91.216.218.97,00:47:14
11731,5.252.143.46,89.111.128.55,02:46:42
11732,79.247.97.225,255.185.129.139,08:07:45
11733,45.192.217.39,112.241.13.156,05:55:19
11734,223.236.74.225,123.9.161.232,18:35:14
11735,226.84.69.165,97.34.75.84,04:22:54
11736,41.26.217.223,242.187.72.122,13:24:54
11737,206.61.151.6,74.18.89.18,13:04:28
11738,63.112.169.13,133.227.173.185,10:27:09
11739,105.69.103.130,142.59.210.249,14:37:11
1174,239.81.201.95,73.223.154.81,07:48:55
11740,17.229.56.231,78.155.63.128,02:39:34
11741,135.41.183.107,219.198.128.53,16:36:17
11742,103.111.10.198,42.29.26.79,21:48:12
11743,237.119.117.143,184.200.93.231,04:33:07
11744,250.100.174.193,73.223.154.81,23:22:19
11745,17.132.165.241,172.140.31.125,17:05:04
11746,154.229.44.255,91.17.33.15,09:22:41
11747,254.58.68.54,153.32.125.186,16:00:39
11748,148.65.128.228,133.19.65.152,03:49:45
11749,44.195.200.128,184.192.125.151,13:37:59
1175,6.87.198.38,208.45.68.149,16:21:52
11750,128.209.156.117,210.65.248.242,13:25:16
11751,102.26.250.241,230.27.116.227,21:11:03
11752,44.228.147.64,130.195.111.9,14:16:17
11753,222.66.217.13,180.231.190.141,21:54:56
11754,175.240.13.29,100.165.144.67,09:05:56
11755,216.91.187.115,250.130.217.118,02:57:49
11756,254.206.229.7,24.240.54.108,16:24:08
11757,253.100.55.48,198.1.180.32,09:04:03
11758,40.66.208.30,78.155.63.128,21:53:47
11759,101.192.182.85,114.165.177.36,16:10:32
1176,248.126.91.40,57.86.154.215,14:51:34
11760,22.74.135.196,199.118.206.109,02:21:21
11761,175.205.52.205,132.204.98.59,07:59:18
11762,228.242.55.77,174.51.116.254,00:34:30
11763,103.100.43.165,73.117.82.201,23:16:26
11764,175.248.245.86,210.175.98.53,09:43:50
11765,105.70.224.143,104.30.66.133,13:40:33
11766,238.10.88.43,117.46.146.238,04:12:32
11767,36.241.178.108,255.185.129.139,21:28:27
11768,213.223.142.152,12.188.187.232,20:57:24
11769,74.240.212.183,233.168.109.78,01:12:03
1177,126.209.158.242,242.85.47.153,23:58:39
11770,222.105.164.124,154.127.158.77,18:58:20
11771,78.40.178.88,41.112.75.122,15:59:56
11772,233.223.233.49,188.177.131.194,17:40:46
11773,116.5.108.181,199.22.249.5,18:04:25
11774,17.229.56.231,249.153.34.93,05:46:45
11775,219.40.79.179,116.191.6.174,19:58:05
11776,75.141.196.175,56.39.183.155,22:37:06
11777,107.14.117.95,81.168.78.118,15:57:31
11778,175.248.245.86,203.152.76.12,19:59:22
11779,203.12.136.135,78.1.172.225,20:37:30
1178,157.200.110.223,220.208.134.64,17:01:46
11780,80.157.172.235,186.159.71.241,16:07:27
11781,201.193.154.57,165.242.177.196,10:27:04
11782,230.172.231.101,63.132.198.55,17:20:42
11783,20.187.247.135,60.21.72.247,18:42:28
11784,39.253.55.217,36.2.232.171,20:14:06
11785,154.229.44.255,46.87.18.197,18:40:12
11786,254.170.195.195,231.234.89.94,01:29:25
11787,95.101.197.45,170.228.83.128,10:11:37
11788,90.142.87.40,216.133.241.159,09:47:32
11789,99.12.85.208,75.40.141.26,04:06:23
1179,51.127.176.197,252.55.122.9,06:44:22
11790,17.75.48.66,204.185.200.53,07:17:33
11791,96.95.198.78,105.246.35.80,21:16:55
11792,202.233.101.70,78.65.110.14,22:48:27
11793,74.247.169.48,167.166.217.231,10:37:26
11794,233.143.201.125,68.128.207.240,22:55:54
11795,30.241.95.229,26.241.100.72,10:11:55
11796,202.233.101.70,213.219.164.96,21:16:16
11797,191.5.172.2,126.132.119.197,11:28:49
11798,110.175.55.49,183.189.45.30,00:39:31
11799,45.240.76.78,200.254.10.74,13:32:42
118,23.164.12.222,187.237.79.53,20:02:58
1180,3.137.204.139,73.117.82.201,16:31:22
11800,231.116.114.140,93.121.251.144,18:52:12
11801,28.15.135.59,242.116.147.190,11:31:15
11802,180.250.84.100,191.205.68.13,06:30:42
11803,1.83.21.120,222.64.45.10,06:55:13
11804,98.236.115.39,168.236.161.162,04:10:54
11805,64.24.234.239,185.63.128.181,08:49:42
11806,57.127.76.123,7.173.53.107,07:56:14
11807,204.40.153.123,93.46.128.9,22:05:01
11808,176.148.187.101,56.252.159.255,08:59:50
11809,35.191.59.18,63.132.198.55,14:45:10
1181,144.13.139.131,77.42.33.125,05:17:45
11810,170.34.231.247,63.132.198.55,15:27:24
11811,249.36.78.17,156.18.53.61,04:30:07
11812,25.254.244.148,41.229.78.139,03:22:18
11813,59.98.159.220,86.173.255.116,12:24:49
11814,94.44.23.214,37.83.177.240,14:30:48
11815,178.111.39.119,117.46.146.238,01:03:17
11816,136.26.181.179,176.31.66.233,03:30:43
11817,137.21.75.42,180.22.95.78,13:04:06
11818,38.81.191.9,2.47.67.139,07:15:17
11819,205.32.96.64,254.65.194.202,04:05:15
1182,44.48.150.217,7.98.184.54,17:14:24
11820,138.57.156.203,122.67.158.213,22:57:18
11821,193.162.34.110,26.43.203.159,18:58:20
11822,126.209.158.242,155.234.200.168,09:39:08
11823,83.27.152.96,158.153.208.113,17:48:54
11824,173.102.24.98,107.89.22.194,23:50:00
11825,9.78.205.13,164.85.73.212,18:22:05
11826,28.102.17.173,25.81.139.209,17:45:43
11827,2.97.151.233,158.91.69.214,02:10:09
11828,50.7.208.191,201.254.216.225,20:14:01
11829,224.230.209.240,137.162.23.1,20:59:52
1183,234.13.54.46,142.222.104.126,23:28:55
11830,86.101.136.232,153.119.52.123,06:09:12
11831,99.12.85.208,16.110.71.212,04:27:46
11832,59.67.9.163,68.193.142.240,07:01:54
11833,179.178.28.150,241.186.101.81,13:53:05
11834,114.83.147.94,33.97.53.40,14:49:08
11835,88.112.11.135,138.181.221.11,23:07:40
11836,233.131.31.9,136.142.95.224,14:02:08
11837,161.102.198.183,200.194.162.31,17:07:23
11838,70.38.200.128,48.96.120.130,00:33:28
11839,214.108.95.184,27.46.222.157,05:02:43
1184,250.249.188.195,224.60.130.244,00:09:03
11840,197.191.33.109,47.160.103.4,00:05:53
11841,240.56.161.172,126.60.141.15,02:43:58
11842,64.22.240.92,185.169.119.242,22:34:49
11843,45.240.76.78,86.215.178.52,13:43:13
11844,127.236.30.108,195.77.184.24,02:33:20
11845,51.185.116.66,218.236.226.60,06:08:45
11846,166.35.18.237,130.147.166.44,22:09:03
11847,210.148.143.40,56.108.46.21,15:07:02
11848,69.100.94.234,189.81.116.48,00:29:27
11849,223.234.30.145,78.154.166.28,03:39:42
1185,46.121.251.46,37.83.177.240,00:52:25
11850,44.48.150.217,142.59.210.249,20:42:07
11851,226.218.33.80,20.64.48.17,01:28:06
11852,243.254.184.174,102.75.148.91,03:10:30
11853,95.31.86.232,100.48.36.119,08:39:49
11854,63.87.71.72,54.117.186.103,04:02:01
11855,58.233.0.97,168.25.75.106,12:03:32
11856,18.28.229.235,49.119.252.155,14:08:53
11857,223.44.128.134,4.81.156.3,16:54:41
11858,4.207.115.211,54.120.246.140,04:51:04
11859,140.168.83.145,235.147.236.226,02:53:10
1186,24.31.171.213,54.254.192.115,22:33:27
11860,250.108.83.6,127.29.40.178,20:37:34
11861,30.40.24.196,93.46.128.9,13:30:32
11862,244.76.214.66,236.66.72.191,01:37:17
11863,91.172.130.114,204.185.200.53,15:07:11
11864,148.49.247.131,74.28.226.58,19:55:24
11865,168.120.174.112,117.46.146.238,01:19:25
11866,106.195.102.53,16.238.50.231,21:43:26
11867,158.61.213.242,140.196.237.81,10:07:30
11868,85.171.133.1,65.74.196.127,19:54:12
11869,230.207.204.209,254.65.194.202,09:01:02
1187,157.250.71.178,250.2.33.132,04:30:57
11870,242.191.11.71,175.157.103.56,15:43:50
11871,218.142.148.107,67.83.142.81,11:27:56
11872,231.100.65.139,254.65.194.202,13:08:37
11873,231.100.65.139,183.189.45.30,23:43:15
11874,255.196.240.137,47.25.184.24,16:11:03
11875,212.222.89.137,197.142.33.243,11:59:33
11876,147.191.47.177,208.102.245.139,17:58:58
11877,47.150.184.27,31.95.174.36,14:36:55
11878,3.144.190.214,138.241.238.247,22:00:34
11879,185.246.242.172,228.70.193.37,06:45:52
1188,71.134.147.225,161.74.54.157,07:22:57
11880,165.136.63.133,1.101.58.174,18:49:11
11881,235.113.166.39,125.62.220.247,01:02:10
11882,242.5.219.37,55.39.235.207,02:42:30
11883,233.232.233.248,19.149.230.180,00:54:44
11884,10.167.99.223,254.65.194.202,13:05:23
11885,168.146.91.223,173.143.96.120,01:46:59
11886,85.232.112.40,183.189.45.30,19:09:42
11887,218.142.148.107,64.148.217.171,12:22:48
11888,213.149.216.252,98.219.242.166,12:44:15
11889,241.94.30.39,138.137.69.43,04:29:09
1189,151.25.246.45,68.162.194.239,10:19:09
11890,130.38.169.233,201.224.110.90,01:06:48
11891,90.90.247.8,98.219.180.110,04:58:04
11892,211.230.234.221,35.248.240.3,18:05:30
11893,11.89.26.36,225.202.45.211,14:45:44
11894,200.108.0.241,135.127.23.241,21:38:36
11895,130.197.70.158,245.219.8.76,06:56:53
11896,202.233.101.70,245.63.64.81,20:22:29
11897,245.38.107.177,59.149.199.97,01:58:04
11898,29.157.104.80,105.229.63.67,16:15:13
11899,7.254.54.181,99.207.84.227,17:34:10
119,164.206.23.43,182.108.179.166,05:30:34
1190,83.177.43.96,43.245.124.131,13:56:28
11900,132.249.157.103,169.170.48.226,00:49:32
11901,52.4.32.37,96.127.135.29,04:07:27
11902,223.247.241.240,17.127.7.90,07:21:53
11903,180.24.165.125,24.240.54.108,13:26:15
11904,44.216.190.58,117.46.146.238,00:24:56
11905,210.119.96.0,3.126.148.255,03:04:41
11906,162.162.234.104,207.64.110.231,04:30:06
11907,188.147.159.186,37.83.177.240,11:00:28
11908,48.239.148.204,167.94.146.163,10:50:44
11909,36.84.190.15,169.13.238.190,13:41:43
1191,38.149.111.228,106.35.64.38,14:18:59
11910,239.161.89.41,87.212.69.99,15:29:57
11911,7.254.54.181,164.85.32.255,17:01:13
11912,174.122.44.62,250.172.4.79,01:13:10
11913,23.162.171.52,144.139.245.47,05:08:44
11914,23.162.171.52,162.102.255.45,18:20:33
11915,117.163.234.181,57.166.205.139,04:16:39
11916,150.241.7.195,109.147.34.186,12:13:42
11917,211.179.225.171,237.67.21.73,16:23:49
11918,23.115.253.94,133.250.232.190,15:53:49
11919,235.109.63.243,255.185.129.139,02:49:59
1192,83.248.250.171,77.60.66.54,00:10:55
11920,216.76.103.145,231.90.60.203,10:45:23
11921,210.65.248.242,213.190.110.98,23:20:34
11922,202.79.253.64,180.125.192.109,17:15:16
11923,137.29.17.194,37.43.94.39,02:52:01
11924,214.147.134.100,97.231.249.98,06:34:44
11925,231.100.65.139,136.123.250.39,14:39:26
11926,71.168.65.90,94.163.132.13,12:32:52
11927,79.164.231.195,196.254.155.230,07:52:05
11928,88.59.55.151,51.34.8.167,12:05:00
11929,106.50.132.225,159.171.149.82,01:39:19
1193,15.231.65.106,35.65.190.89,19:05:36
11930,80.74.66.187,196.144.226.65,23:32:55
11931,84.185.9.62,20.196.123.70,19:14:10
11932,119.231.25.71,210.174.247.108,12:46:55
11933,51.88.136.100,254.188.97.20,09:27:55
11934,187.80.120.32,99.127.97.96,10:20:45
11935,202.233.101.70,217.195.43.143,04:09:23
11936,80.88.241.109,124.22.19.203,12:04:09
11937,158.185.136.123,244.38.70.3,02:14:49
11938,18.128.70.161,117.235.49.86,01:35:46
11939,202.233.101.70,51.16.155.29,13:20:40
1194,125.171.203.183,209.95.24.194,22:42:28
11940,99.119.210.135,91.17.33.15,19:22:01
11941,48.25.45.15,103.193.172.151,07:41:23
11942,112.224.236.129,226.194.105.122,02:38:59
11943,206.5.191.11,110.220.78.51,17:10:06
11944,115.25.253.69,2.84.76.111,21:06:17
11945,215.40.215.43,217.160.199.123,19:58:22
11946,83.50.247.58,191.84.219.174,14:16:17
11947,98.208.121.221,16.127.1.196,12:00:14
11948,213.65.225.182,36.152.53.128,19:13:34
11949,82.192.219.205,204.218.133.102,06:40:59
1195,194.3.160.226,57.42.235.31,01:11:23
11950,232.57.121.216,159.92.201.156,18:14:46
11951,105.69.103.130,5.221.29.87,01:30:48
11952,45.240.76.78,144.14.110.212,13:54:35
11953,36.165.25.156,217.13.18.40,01:46:47
11954,58.134.122.234,254.65.194.202,16:51:21
11955,163.106.101.25,234.236.238.192,13:06:31
11956,111.122.197.81,119.138.182.21,17:17:17
11957,58.134.122.234,89.76.72.72,18:01:23
11958,187.14.13.150,242.250.103.29,00:59:47
11959,45.240.76.78,75.55.7.39,08:07:41
1196,101.229.79.251,66.153.223.168,07:56:46
11960,63.198.65.169,198.145.109.148,22:18:15
11961,165.106.110.97,7.127.92.195,17:47:16
11962,123.133.206.227,117.46.146.238,13:08:10
11963,218.207.213.68,4.197.81.147,10:42:07
11964,67.174.39.182,163.207.218.83,23:03:38
11965,18.74.225.252,132.173.47.39,09:37:56
11966,89.233.137.101,179.91.71.40,08:54:50
11967,69.77.221.239,42.218.45.46,17:28:20
11968,234.12.248.207,237.213.44.103,19:44:20
11969,141.115.173.161,167.193.4.70,18:32:36
1197,113.107.135.91,78.155.63.128,19:02:14
11970,233.223.233.49,156.249.80.147,04:23:55
11971,28.226.160.135,33.110.141.87,23:29:30
11972,73.165.58.214,173.136.255.154,21:39:24
11973,144.28.246.154,133.250.232.190,01:25:54
11974,91.232.108.217,238.249.169.135,22:02:26
11975,207.124.137.35,98.219.180.110,09:21:57
11976,187.93.239.144,145.54.122.76,05:03:21
11977,215.47.167.18,99.12.85.208,06:41:27
11978,106.177.112.46,231.180.17.91,22:56:19
11979,233.10.230.116,59.56.60.93,00:56:32
1198,59.97.172.213,172.218.207.117,04:39:42
11980,120.254.211.74,170.41.117.24,21:51:15
11981,42.29.26.79,51.19.90.177,23:56:41
11982,104.72.197.17,4.192.82.35,01:51:09
11983,178.114.22.222,113.215.233.206,22:53:32
11984,78.41.185.31,91.111.146.50,15:40:50
11985,56.149.239.97,212.198.38.178,21:54:12
11986,120.143.39.136,83.143.45.177,08:38:17
11987,131.23.117.11,130.147.166.44,05:21:20
11988,199.185.216.132,73.223.154.81,22:51:51
11989,47.208.40.49,117.46.146.238,03:31:15
1199,191.173.239.254,88.111.248.127,19:28:35
11990,112.187.79.109,109.156.163.75,21:29:19
11991,92.221.38.226,135.229.122.54,12:01:12
11992,34.226.209.175,82.95.142.93,18:35:38
11993,97.252.89.84,234.106.33.240,23:36:10
11994,166.111.254.225,241.40.210.39,20:31:58
11995,13.83.241.184,214.174.123.197,17:42:56
11996,33.47.223.38,216.133.241.159,05:18:11
11997,102.143.27.14,229.9.254.252,14:00:17
11998,107.139.42.219,1.101.58.174,12:35:40
11999,6.48.78.31,204.79.204.195,12:47:59
12,116.5.108.181,14.212.104.33,20:59:17
120,10.159.97.66,74.143.50.120,18:14:29
1200,79.194.210.95,150.84.36.146,17:30:18
12000,254.163.220.239,185.43.254.238,05:18:03
12001,179.178.28.150,93.98.199.111,20:27:06
12002,232.74.205.165,178.228.93.31,02:41:41
12003,166.35.18.237,196.51.228.33,02:57:05
12004,101.127.52.196,181.99.202.171,20:12:47
12005,28.15.135.59,5.137.1.242,19:18:25
12006,81.247.233.132,61.225.181.122,05:37:59
12007,50.45.48.224,69.249.49.31,17:15:45
12008,84.146.86.41,250.138.242.44,07:47:48
12009,241.129.83.238,81.49.189.23,19:46:19
1201,255.43.221.219,8.32.61.106,17:34:10
12010,240.129.80.126,92.105.235.231,08:37:18
